scan_class	fmri_task	scan_type	relative_file_path	file_name	participant_id	DeviceSerialNumber	SoftwareVersions	ManufacturerModelName	ScanningSequence	SequenceVariant	ScanOptions	MRAcquisitionType	SequenceName	MagneticFieldStrength	ImagingFrequency	ImageType	AccelerationFactorPE	AccelNumReferenceLines	TotalScanTimeSec	RepetitionTime	EchoTime	InversionTime	NumberOfAverages	FlipAngle	NumberOfPhaseEncodingSteps	TotalReadoutTime	EchoTrainLength	PercentSampling	PercentPhaseFieldOfView	PixelBandwidth	EPIFactor	ReceiveCoilName	ProtocolName	TransmitCoilName	AcquisitionMatrix	InPlanePhaseEncodingDirection	VariableFlipAngleFlag	PatientPosition	EffectiveEchoSpacing	PhaseEncodingDirection	trigger_time
func	taskswitch	bold	/sub-10225/func/sub-10225_task-taskswitch_bold.json	sub-10225_task-taskswitch_bold.json	sub-10225	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249966	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	10.3
anat	n/a	T1w	/sub-10227/anat/sub-10227_T1w.json	sub-10227_T1w.json	sub-10227	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123249659	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10227/dwi/sub-10227_dwi.json	sub-10227_dwi.json	sub-10227	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123249641	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	464	7.0	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10227/func/sub-10227_task-bart_bold.json	sub-10227_task-bart_bold.json	sub-10227	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249643	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	rest	bold	/sub-10227/func/sub-10227_task-rest_bold.json	sub-10227_task-rest_bold.json	sub-10227	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249794	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10227/func/sub-10227_task-scap_bold.json	sub-10227_task-scap_bold.json	sub-10227	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249794	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	stopsignal	bold	/sub-10227/func/sub-10227_task-stopsignal_bold.json	sub-10227_task-stopsignal_bold.json	sub-10227	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249790	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	taskswitch	bold	/sub-10227/func/sub-10227_task-taskswitch_bold.json	sub-10227_task-taskswitch_bold.json	sub-10227	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249794	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
anat	n/a	T1w	/sub-10228/anat/sub-10228_T1w.json	sub-10228_T1w.json	sub-10228	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123249909	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10228/dwi/sub-10228_dwi.json	sub-10228_dwi.json	sub-10228	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123249892	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	464	7.0	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10228/func/sub-10228_task-bart_bold.json	sub-10228_task-bart_bold.json	sub-10228	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249891	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	bht	bold	/sub-10228/func/sub-10228_task-bht_bold.json	sub-10228_task-bht_bold.json	sub-10228	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249765	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	166	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	10.362
func	rest	bold	/sub-10228/func/sub-10228_task-rest_bold.json	sub-10228_task-rest_bold.json	sub-10228	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249749	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10228/func/sub-10228_task-scap_bold.json	sub-10228_task-scap_bold.json	sub-10228	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249749	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2627
func	stopsignal	bold	/sub-10228/func/sub-10228_task-stopsignal_bold.json	sub-10228_task-stopsignal_bold.json	sub-10228	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249749	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3203
func	taskswitch	bold	/sub-10228/func/sub-10228_task-taskswitch_bold.json	sub-10228_task-taskswitch_bold.json	sub-10228	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249756	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	10.293
anat	n/a	T1w	/sub-10235/anat/sub-10235_T1w.json	sub-10235_T1w.json	sub-10235	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123250034	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10235/dwi/sub-10235_dwi.json	sub-10235_dwi.json	sub-10235	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123250029	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	464	7.0	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10235/func/sub-10235_task-bart_bold.json	sub-10235_task-bart_bold.json	sub-10235	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123250024	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	rest	bold	/sub-10235/func/sub-10235_task-rest_bold.json	sub-10235_task-rest_bold.json	sub-10235	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249032	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10235/func/sub-10235_task-scap_bold.json	sub-10235_task-scap_bold.json	sub-10235	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249032	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	stopsignal	bold	/sub-10235/func/sub-10235_task-stopsignal_bold.json	sub-10235_task-stopsignal_bold.json	sub-10235	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249032	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	taskswitch	bold	/sub-10235/func/sub-10235_task-taskswitch_bold.json	sub-10235_task-taskswitch_bold.json	sub-10235	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249032	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
anat	n/a	T1w	/sub-10249/anat/sub-10249_T1w.json	sub-10249_T1w.json	sub-10249	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123249026	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10249/dwi/sub-10249_dwi.json	sub-10249_dwi.json	sub-10249	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123249025	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	464	7.0	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10249/func/sub-10249_task-bart_bold.json	sub-10249_task-bart_bold.json	sub-10249	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249007	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	bht	bold	/sub-10249/func/sub-10249_task-bht_bold.json	sub-10249_task-bht_bold.json	sub-10249	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249500	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	166	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	14.3
func	rest	bold	/sub-10249/func/sub-10249_task-rest_bold.json	sub-10249_task-rest_bold.json	sub-10249	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249500	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10249/func/sub-10249_task-scap_bold.json	sub-10249_task-scap_bold.json	sub-10249	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249500	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	stopsignal	bold	/sub-10249/func/sub-10249_task-stopsignal_bold.json	sub-10249_task-stopsignal_bold.json	sub-10249	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249500	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	10.3
func	taskswitch	bold	/sub-10249/func/sub-10249_task-taskswitch_bold.json	sub-10249_task-taskswitch_bold.json	sub-10249	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249500	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3
anat	n/a	T1w	/sub-10269/anat/sub-10269_T1w.json	sub-10269_T1w.json	sub-10269	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123249446	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00352	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10269/dwi/sub-10269_dwi.json	sub-10269_dwi.json	sub-10269	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123249416	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	464	7.0	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10269/func/sub-10269_task-bart_bold.json	sub-10269_task-bart_bold.json	sub-10269	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249434	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	10.3
func	rest	bold	/sub-10269/func/sub-10269_task-rest_bold.json	sub-10269_task-rest_bold.json	sub-10269	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249900	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	n/a
func	scap	bold	/sub-10269/func/sub-10269_task-scap_bold.json	sub-10269_task-scap_bold.json	sub-10269	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249900	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	n/a
func	stopsignal	bold	/sub-10269/func/sub-10269_task-stopsignal_bold.json	sub-10269_task-stopsignal_bold.json	sub-10269	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249900	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	n/a
func	taskswitch	bold	/sub-10269/func/sub-10269_task-taskswitch_bold.json	sub-10269_task-taskswitch_bold.json	sub-10269	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249891	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	0/64/64/0	ROW	N	HFS	3.95E-4	i-	n/a
anat	n/a	T1w	/sub-10271/anat/sub-10271_T1w.json	sub-10271_T1w.json	sub-10271	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123249934	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10271/dwi/sub-10271_dwi.json	sub-10271_dwi.json	sub-10271	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123249920	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	464	7.0	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10271/func/sub-10271_task-bart_bold.json	sub-10271_task-bart_bold.json	sub-10271	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249923	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3
func	bht	bold	/sub-10271/func/sub-10271_task-bht_bold.json	sub-10271_task-bht_bold.json	sub-10271	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249710	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	166	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2888
func	rest	bold	/sub-10271/func/sub-10271_task-rest_bold.json	sub-10271_task-rest_bold.json	sub-10271	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249710	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10271/func/sub-10271_task-scap_bold.json	sub-10271_task-scap_bold.json	sub-10271	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249710	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	10.288
func	stopsignal	bold	/sub-10271/func/sub-10271_task-stopsignal_bold.json	sub-10271_task-stopsignal_bold.json	sub-10271	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249710	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3159
func	taskswitch	bold	/sub-10271/func/sub-10271_task-taskswitch_bold.json	sub-10271_task-taskswitch_bold.json	sub-10271	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249710	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	10.3
anat	n/a	T1w	/sub-10273/anat/sub-10273_T1w.json	sub-10273_T1w.json	sub-10273	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123250053	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10273/dwi/sub-10273_dwi.json	sub-10273_dwi.json	sub-10273	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123250050	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	464	7.0	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10273/func/sub-10273_task-bart_bold.json	sub-10273_task-bart_bold.json	sub-10273	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123250045	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	10.3
func	bht	bold	/sub-10273/func/sub-10273_task-bht_bold.json	sub-10273_task-bht_bold.json	sub-10273	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123250054	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	166	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2304
func	rest	bold	/sub-10273/func/sub-10273_task-rest_bold.json	sub-10273_task-rest_bold.json	sub-10273	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123250054	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10273/func/sub-10273_task-scap_bold.json	sub-10273_task-scap_bold.json	sub-10273	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123250054	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	10.307
func	stopsignal	bold	/sub-10273/func/sub-10273_task-stopsignal_bold.json	sub-10273_task-stopsignal_bold.json	sub-10273	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249616	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	10.321
func	taskswitch	bold	/sub-10273/func/sub-10273_task-taskswitch_bold.json	sub-10273_task-taskswitch_bold.json	sub-10273	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123250046	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3092
anat	n/a	T1w	/sub-10274/anat/sub-10274_T1w.json	sub-10274_T1w.json	sub-10274	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123249935	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10274/dwi/sub-10274_dwi.json	sub-10274_dwi.json	sub-10274	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123249920	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	464	7.0	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10274/func/sub-10274_task-bart_bold.json	sub-10274_task-bart_bold.json	sub-10274	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249909	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	10.324
func	rest	bold	/sub-10274/func/sub-10274_task-rest_bold.json	sub-10274_task-rest_bold.json	sub-10274	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249712	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10274/func/sub-10274_task-scap_bold.json	sub-10274_task-scap_bold.json	sub-10274	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249720	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3
func	stopsignal	bold	/sub-10274/func/sub-10274_task-stopsignal_bold.json	sub-10274_task-stopsignal_bold.json	sub-10274	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249720	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	10.3
